method,path,file,auth,roles/permission,entidades,consumidor_front,status
GET,/api/financial/payments,apps/api/src/routes/financial.ts:436,jwt,,financial,sim,ativo
POST,/api/financial/payments,apps/api/src/routes/financial.ts:482,jwt,,financial,sim,ativo
PUT,/api/financial/payments/:id,apps/api/src/routes/financial.ts:512,jwt,,financial,sim,ativo
DELETE,/api/financial/payments/:id,apps/api/src/routes/financial.ts:547,jwt,,financial,sim,ativo
GET,/api/financial/package-templates,apps/api/src/routes/financial.ts:569,jwt,,financial,sim,ativo
POST,/api/financial/package-templates,apps/api/src/routes/financial.ts:587,jwt,,financial,sim,ativo
PUT,/api/financial/package-templates/:id,apps/api/src/routes/financial.ts:618,jwt,,financial,sim,ativo
DELETE,/api/financial/package-templates/:id,apps/api/src/routes/financial.ts:658,jwt,,financial,sim,ativo
GET,/api/financial/patient-packages,apps/api/src/routes/financial.ts:684,jwt,,financial,sim,ativo
POST,/api/financial/patient-packages,apps/api/src/routes/financial.ts:727,jwt,,financial,sim,ativo
POST,/api/financial/patient-packages/:id/consume,apps/api/src/routes/financial.ts:786,jwt,,financial,sim,ativo
POST,/api/copilot/chat,apps/api/src/routes/copilot.ts:61,jwt,,copilot,sim,ativo
GET,/api/whatsapp/config,apps/api/src/routes/whatsapp.ts:172,jwt,,whatsapp,sim,ativo
GET,/api/whatsapp/templates,apps/api/src/routes/whatsapp.ts:182,jwt,,whatsapp,sim,ativo
PUT,/api/whatsapp/templates/:id,apps/api/src/routes/whatsapp.ts:190,jwt,,whatsapp,sim,ativo
DELETE,/api/whatsapp/templates/:id,apps/api/src/routes/whatsapp.ts:251,jwt,,whatsapp,sim,ativo
GET,/api/whatsapp/messages,apps/api/src/routes/whatsapp.ts:292,jwt,,whatsapp,sim,ativo
GET,/api/whatsapp/webhook-logs,apps/api/src/routes/whatsapp.ts:344,jwt,,whatsapp,sim,ativo
POST,/api/whatsapp/messages,apps/api/src/routes/whatsapp.ts:387,jwt,,whatsapp,sim,ativo
GET,/api/whatsapp/pending-confirmations,apps/api/src/routes/whatsapp.ts:451,jwt,,whatsapp,sim,ativo
POST,/api/whatsapp/send-template,apps/api/src/routes/whatsapp.ts:524,jwt,,whatsapp,sim,ativo
GET,/api/whatsapp/automations,apps/api/src/routes/whatsapp.ts:634,jwt,,whatsapp,sim,ativo
POST,/api/whatsapp/automations,apps/api/src/routes/whatsapp.ts:662,jwt,,whatsapp,sim,ativo
PUT,/api/whatsapp/automations/:id,apps/api/src/routes/whatsapp.ts:721,jwt,,whatsapp,sim,ativo
DELETE,/api/whatsapp/automations/:id,apps/api/src/routes/whatsapp.ts:800,jwt,,whatsapp,sim,ativo
POST,/api/whatsapp/templates,apps/api/src/routes/whatsapp.ts:817,jwt,,whatsapp,sim,ativo
POST,/api/whatsapp/templates/sync,apps/api/src/routes/whatsapp.ts:962,jwt,,whatsapp,sim,ativo
GET,/api/whatsapp/pending-replies,apps/api/src/routes/whatsapp.ts:1038,jwt,,whatsapp,sim,ativo
POST,/api/whatsapp/pending-replies/:id/approve,apps/api/src/routes/whatsapp.ts:1052,jwt,,whatsapp,sim,ativo
POST,/api/whatsapp/pending-replies/:id/reject,apps/api/src/routes/whatsapp.ts:1082,jwt,,whatsapp,sim,ativo
GET,/api/whatsapp/admin/webhook-register,apps/api/src/routes/whatsapp.ts:1106,public (SEM AUTH — risco),,whatsapp,sim,ativo
GET,/api/whatsapp/admin/webhook-status,apps/api/src/routes/whatsapp.ts:1163,public (SEM AUTH — risco),,whatsapp,sim,ativo
POST,/api/whatsapp/admin/test-send,apps/api/src/routes/whatsapp.ts:1204,public (SEM AUTH — risco),,whatsapp,sim,ativo
PATCH,/api/whatsapp/appointment-confirmation-response,apps/api/src/routes/whatsapp.ts:1265,jwt,,whatsapp,sim,ativo
GET,/api/communications,apps/api/src/routes/communications.ts:9,jwt,,communications,sim,ativo
GET,/api/communications/stats,apps/api/src/routes/communications.ts:64,jwt,,communications,sim,ativo
POST,/api/communications,apps/api/src/routes/communications.ts:107,jwt,,communications,sim,ativo
DELETE,/api/communications/:id,apps/api/src/routes/communications.ts:186,jwt,,communications,sim,ativo
POST,/api/communications/:id/resend,apps/api/src/routes/communications.ts:198,jwt,,communications,sim,ativo
POST,/api/communications/test-email,apps/api/src/routes/communications.ts:217,jwt,,communications,sim,ativo
GET,/api/gamification/profile,apps/api/src/routes/gamification.ts:67,jwt,,gamification,sim,ativo
GET,/api/gamification/profile/:patientId,apps/api/src/routes/gamification.ts:94,jwt,,gamification,sim,ativo
POST,/api/gamification/award-xp,apps/api/src/routes/gamification.ts:196,jwt,,gamification,sim,ativo
GET,/api/gamification/quests,apps/api/src/routes/gamification.ts:277,jwt,,gamification,sim,ativo
GET,/api/gamification/quests/:patientId,apps/api/src/routes/gamification.ts:292,jwt,,gamification,sim,ativo
PUT,/api/gamification/quests/:patientId/complete,apps/api/src/routes/gamification.ts:388,jwt,,gamification,sim,ativo
GET,/api/gamification/achievements,apps/api/src/routes/gamification.ts:426,jwt,,gamification,sim,ativo
GET,/api/gamification/achievements/:patientId,apps/api/src/routes/gamification.ts:441,jwt,,gamification,sim,ativo
GET,/api/gamification/transactions/:patientId,apps/api/src/routes/gamification.ts:457,jwt,,gamification,sim,ativo
GET,/api/gamification/transactions,apps/api/src/routes/gamification.ts:476,jwt,,gamification,sim,ativo
GET,/api/gamification/leaderboard,apps/api/src/routes/gamification.ts:506,jwt,,gamification,sim,ativo
GET,/api/gamification/badges/:patientId,apps/api/src/routes/gamification.ts:557,jwt,,gamification,sim,ativo
GET,/api/gamification/shop,apps/api/src/routes/gamification.ts:575,jwt,,gamification,sim,ativo
GET,/api/gamification/inventory,apps/api/src/routes/gamification.ts:588,jwt,,gamification,sim,ativo
GET,/api/gamification/inventory/:patientId,apps/api/src/routes/gamification.ts:605,jwt,,gamification,sim,ativo
POST,/api/gamification/buy,apps/api/src/routes/gamification.ts:627,jwt,,gamification,sim,ativo
GET,/api/gamification/settings,apps/api/src/routes/gamification.ts:680,jwt,,gamification,sim,ativo
PUT,/api/gamification/settings,apps/api/src/routes/gamification.ts:694,jwt,,gamification,sim,ativo
GET,/api/gamification/admin/stats,apps/api/src/routes/gamification.ts:721,jwt,,gamification,sim,ativo
GET,/api/gamification/admin/at-risk,apps/api/src/routes/gamification.ts:793,jwt,,gamification,sim,ativo
GET,/api/gamification/admin/popular-achievements,apps/api/src/routes/gamification.ts:827,jwt,,gamification,sim,ativo
POST,/api/gamification/admin/adjust-xp,apps/api/src/routes/gamification.ts:863,jwt,,gamification,sim,ativo
POST,/api/gamification/admin/reset-streak,apps/api/src/routes/gamification.ts:908,jwt,,gamification,sim,ativo
GET,/api/gamification/achievement-definitions,apps/api/src/routes/gamification.ts:924,jwt,,gamification,sim,ativo
POST,/api/gamification/achievement-definitions,apps/api/src/routes/gamification.ts:934,jwt,role-check,gamification,sim,ativo
PUT,/api/gamification/achievement-definitions/:id,apps/api/src/routes/gamification.ts:954,jwt,role-check,gamification,sim,ativo
DELETE,/api/gamification/achievement-definitions/:id,apps/api/src/routes/gamification.ts:984,jwt,role-check,gamification,sim,ativo
GET,/api/gamification/quest-definitions,apps/api/src/routes/gamification.ts:993,jwt,,gamification,sim,ativo
POST,/api/gamification/quest-definitions,apps/api/src/routes/gamification.ts:1005,jwt,role-check,gamification,sim,ativo
PUT,/api/gamification/quest-definitions/:id,apps/api/src/routes/gamification.ts:1030,jwt,role-check,gamification,sim,ativo
PATCH,/api/gamification/quest-definitions/:id/active,apps/api/src/routes/gamification.ts:1068,jwt,role-check,gamification,sim,ativo
DELETE,/api/gamification/quest-definitions/:id,apps/api/src/routes/gamification.ts:1079,jwt,role-check,gamification,sim,ativo
GET,/api/gamification/weekly-challenges,apps/api/src/routes/gamification.ts:1088,jwt,,gamification,sim,ativo
POST,/api/gamification/weekly-challenges,apps/api/src/routes/gamification.ts:1128,jwt,role-check,gamification,sim,ativo
PUT,/api/gamification/weekly-challenges/:id,apps/api/src/routes/gamification.ts:1154,jwt,role-check,gamification,sim,ativo
PATCH,/api/gamification/weekly-challenges/:id/active,apps/api/src/routes/gamification.ts:1190,jwt,role-check,gamification,sim,ativo
DELETE,/api/gamification/weekly-challenges/:id,apps/api/src/routes/gamification.ts:1203,jwt,role-check,gamification,sim,ativo
GET,/api/gamification/patient-challenges,apps/api/src/routes/gamification.ts:1211,jwt,,gamification,sim,ativo
GET,/api/gamification/patient-challenges/:patientId,apps/api/src/routes/gamification.ts:1222,jwt,,gamification,sim,ativo
GET,/api/gamification/shop-items,apps/api/src/routes/gamification.ts:1238,jwt,,gamification,sim,ativo
POST,/api/gamification/shop-items,apps/api/src/routes/gamification.ts:1250,jwt,,gamification,sim,ativo
PUT,/api/gamification/shop-items/:id,apps/api/src/routes/gamification.ts:1271,jwt,role-check,gamification,sim,ativo
DELETE,/api/gamification/shop-items/:id,apps/api/src/routes/gamification.ts:1303,jwt,role-check,gamification,sim,ativo
GET,/api/automation,apps/api/src/routes/automation.ts:68,jwt,,automation,sim,ativo
POST,/api/automation,apps/api/src/routes/automation.ts:78,jwt,,automation,sim,ativo
GET,/api/automation/logs,apps/api/src/routes/automation.ts:92,jwt,,automation,sim,ativo
GET,/api/automation/stats,apps/api/src/routes/automation.ts:116,jwt,,automation,sim,ativo
GET,/api/automation/:id,apps/api/src/routes/automation.ts:178,jwt,,automation,sim,ativo
PUT,/api/automation/:id,apps/api/src/routes/automation.ts:192,jwt,,automation,sim,ativo
DELETE,/api/automation/:id,apps/api/src/routes/automation.ts:222,jwt,,automation,sim,ativo
POST,/api/automation/simulate,apps/api/src/routes/automation.ts:231,jwt,,automation,sim,ativo
POST,/api/automation/nl-condition,apps/api/src/routes/automation.ts:241,jwt,,automation,sim,ativo
GET,/api/cloudflare-analytics/status,apps/api/src/routes/cloudflareAnalytics.ts:10,jwt,admin/owner,cloudflareAnalytics,não,ativo
POST,/api/cloudflare-analytics/graphql,apps/api/src/routes/cloudflareAnalytics.ts:19,jwt,admin/owner,cloudflareAnalytics,não,ativo
GET,/api/cloudflare-analytics/workflows,apps/api/src/routes/cloudflareAnalytics.ts:36,jwt,admin/owner,cloudflareAnalytics,não,ativo
GET,/api/scheduling/waitlist,apps/api/src/routes/scheduling-waitlist.ts:15,jwt,,scheduling-waitlist,sim,ativo
POST,/api/scheduling/waitlist,apps/api/src/routes/scheduling-waitlist.ts:43,jwt,,scheduling-waitlist,sim,ativo
PUT,/api/scheduling/waitlist/:id,apps/api/src/routes/scheduling-waitlist.ts:84,jwt,,scheduling-waitlist,sim,ativo
DELETE,/api/scheduling/waitlist/:id,apps/api/src/routes/scheduling-waitlist.ts:144,jwt,,scheduling-waitlist,sim,ativo
GET,/api/scheduling/waitlist-offers,apps/api/src/routes/scheduling-waitlist.ts:159,jwt,,scheduling-waitlist,sim,ativo
POST,/api/scheduling/waitlist-offers,apps/api/src/routes/scheduling-waitlist.ts:179,jwt,,scheduling-waitlist,sim,ativo
POST,/api/scheduling/waitlist-offers/:id/respond,apps/api/src/routes/scheduling-waitlist.ts:215,jwt,,scheduling-waitlist,sim,ativo
POST,/api/patient-portal/auth/request-otp,apps/api/src/routes/patientPortal.ts:499,public (fluxo OTP),,patientPortal,sim,ativo
POST,/api/patient-portal/auth/verify-otp,apps/api/src/routes/patientPortal.ts:540,public (fluxo OTP),,patientPortal,sim,ativo
POST,/api/patient-portal/bootstrap,apps/api/src/routes/patientPortal.ts:586,jwt (sessão paciente OTP),,patientPortal,sim,ativo
GET,/api/patient-portal/profile,apps/api/src/routes/patientPortal.ts:595,jwt (sessão paciente OTP),,patientPortal,sim,ativo
PATCH,/api/patient-portal/profile,apps/api/src/routes/patientPortal.ts:604,jwt (sessão paciente OTP),,patientPortal,sim,ativo
GET,/api/patient-portal/therapists,apps/api/src/routes/patientPortal.ts:612,jwt (sessão paciente OTP),,patientPortal,sim,ativo
POST,/api/patient-portal/link-professional,apps/api/src/routes/patientPortal.ts:656,jwt (sessão paciente OTP),,patientPortal,sim,ativo
GET,/api/patient-portal/appointments,apps/api/src/routes/patientPortal.ts:699,jwt (sessão paciente OTP),,patientPortal,sim,ativo
POST,/api/patient-portal/appointments/:id/confirm,apps/api/src/routes/patientPortal.ts:778,jwt (sessão paciente OTP),,patientPortal,sim,ativo
POST,/api/patient-portal/appointments/:id/cancel,apps/api/src/routes/patientPortal.ts:810,jwt (sessão paciente OTP),,patientPortal,sim,ativo
GET,/api/patient-portal/exercises,apps/api/src/routes/patientPortal.ts:843,jwt (sessão paciente OTP),,patientPortal,sim,ativo
POST,/api/patient-portal/exercises/:assignmentId/complete,apps/api/src/routes/patientPortal.ts:935,jwt (sessão paciente OTP),,patientPortal,sim,ativo
GET,/api/patient-portal/notifications,apps/api/src/routes/patientPortal.ts:1141,jwt (sessão paciente OTP),,patientPortal,sim,ativo
POST,/api/patient-portal/notifications/:id/read,apps/api/src/routes/patientPortal.ts:1176,jwt (sessão paciente OTP),,patientPortal,sim,ativo
POST,/api/patient-portal/notifications/read-all,apps/api/src/routes/patientPortal.ts:1197,jwt (sessão paciente OTP),,patientPortal,sim,ativo
GET,/api/patient-portal/progress,apps/api/src/routes/patientPortal.ts:1209,jwt (sessão paciente OTP),,patientPortal,sim,ativo
GET,/api/patient-portal/stats,apps/api/src/routes/patientPortal.ts:1293,jwt (sessão paciente OTP),,patientPortal,sim,ativo
GET,/api/patient-portal/referral,apps/api/src/routes/patientPortal.ts:1332,jwt (sessão paciente OTP),,patientPortal,sim,ativo
GET,/api/patient-portal/digital-twin,apps/api/src/routes/patientPortal.ts:1363,jwt (sessão paciente OTP),,patientPortal,sim,ativo
GET,/api/patient-portal/ai-snapshot,apps/api/src/routes/patientPortal.ts:1421,jwt (sessão paciente OTP),,patientPortal,sim,ativo
GET,/api/patient-portal/gamification,apps/api/src/routes/patientPortal.ts:1493,jwt (sessão paciente OTP),,patientPortal,sim,ativo
POST,/api/patient-portal/proms,apps/api/src/routes/patientPortal.ts:1547,jwt (sessão paciente OTP),,patientPortal,sim,ativo
POST,/api/patient-portal/exercises/log,apps/api/src/routes/patientPortal.ts:1601,jwt (sessão paciente OTP),,patientPortal,sim,ativo
GET,/api/patient-portal/media/photos,apps/api/src/routes/patientPortal.ts:1635,jwt (sessão paciente OTP),,patientPortal,sim,ativo
GET,/api/patient-portal/media/medical-requests,apps/api/src/routes/patientPortal.ts:1653,jwt (sessão paciente OTP),,patientPortal,sim,ativo
GET,/api/patient-portal/media/access-url/*,apps/api/src/routes/patientPortal.ts:1673,jwt (sessão paciente OTP),,patientPortal,sim,ativo
POST,/api/patient/assistant,apps/api/src/routes/patientAssistant.ts:25,jwt,,patientAssistant,sim (app mobile),ativo
GET,/api/evolution/treatment-sessions,apps/api/src/routes/evolution.ts:49,jwt,,evolution,sim,ativo
GET,/api/evolution/measurements,apps/api/src/routes/evolution.ts:81,jwt,,evolution,sim,ativo
POST,/api/evolution/measurements,apps/api/src/routes/evolution.ts:109,jwt,,evolution,sim,ativo
GET,/api/evolution/required-measurements,apps/api/src/routes/evolution.ts:156,jwt,,evolution,sim,ativo
POST,/api/evolution/treatment-sessions,apps/api/src/routes/evolution.ts:190,jwt,,evolution,sim,ativo
PATCH,/api/evolution/treatment-sessions/:id,apps/api/src/routes/evolution.ts:328,jwt,,evolution,sim,ativo
GET,/api/notification-preferences,apps/api/src/routes/notificationPreferences.ts:27,jwt,,notificationPreferences,sim,ativo
PUT,/api/notification-preferences,apps/api/src/routes/notificationPreferences.ts:69,jwt,,notificationPreferences,sim,ativo
GET,/api/clinic-metrics/kpis,apps/api/src/routes/clinicMetrics.ts:52,jwt,,clinicMetrics,sim,ativo
GET,/api/clinic-metrics/team-performance,apps/api/src/routes/clinicMetrics.ts:135,jwt,,clinicMetrics,sim,ativo
GET,/api/clinic-metrics/patients/:id/digital-twin,apps/api/src/routes/clinicMetrics.ts:184,jwt,,clinicMetrics,sim,ativo
GET,/api/clinic-metrics/cohorts,apps/api/src/routes/clinicMetrics.ts:207,jwt,,clinicMetrics,sim,ativo
GET,/api/clinic-metrics/churn,apps/api/src/routes/clinicMetrics.ts:266,jwt,,clinicMetrics,sim,ativo
GET,/api/clinic-metrics/patients/:id/ai-snapshot,apps/api/src/routes/clinicMetrics.ts:306,jwt,,clinicMetrics,sim,ativo
GET,/api/clinic-metrics/protocol-efficacy,apps/api/src/routes/clinicMetrics.ts:396,jwt,,clinicMetrics,sim,ativo
GET,/api/clinic-metrics/clinical-quality,apps/api/src/routes/clinicMetrics.ts:449,jwt,,clinicMetrics,sim,ativo
GET,/api/clinic-metrics/clinical-alerts,apps/api/src/routes/clinicMetrics.ts:479,jwt,,clinicMetrics,sim,ativo
GET,/api/clinic-metrics/at-risk-patients,apps/api/src/routes/clinicMetrics.ts:507,jwt,,clinicMetrics,sim,ativo
GET,/api/clinic-metrics/revenue-forecast,apps/api/src/routes/clinicMetrics.ts:559,jwt,,clinicMetrics,sim,ativo
GET,/api/clinic-metrics/overdue-payments,apps/api/src/routes/clinicMetrics.ts:624,jwt,,clinicMetrics,sim,ativo
GET,/api/clinic-metrics/packages-expiring,apps/api/src/routes/clinicMetrics.ts:684,jwt,,clinicMetrics,sim,ativo
GET,/api/clinic-metrics/cac-ltv,apps/api/src/routes/clinicMetrics.ts:742,jwt,,clinicMetrics,sim,ativo
GET,/api/recibos,apps/api/src/routes/recibos.ts:15,jwt,,recibos,sim,ativo
GET,/api/recibos/last-number,apps/api/src/routes/recibos.ts:38,jwt,,recibos,sim,ativo
POST,/api/recibos,apps/api/src/routes/recibos.ts:57,jwt,,recibos,sim,ativo
POST,/api/recibos/:id/send-whatsapp,apps/api/src/routes/recibos.ts:97,jwt,,recibos,sim,ativo
GET,/api/recibos/:id/pix-qr,apps/api/src/routes/recibos.ts:163,jwt,,recibos,sim,ativo
GET,/api/events/feed,apps/api/src/routes/events.ts:11,jwt,,events,sim,ativo
POST,/api/events,apps/api/src/routes/events.ts:60,jwt,,events,sim,ativo
GET,/api/clinical-docs,apps/api/src/routes/clinicalDocs.ts:23,jwt,admin/owner,clinicalDocs,sim,ativo
POST,/api/clinical-docs,apps/api/src/routes/clinicalDocs.ts:29,jwt,admin/owner,clinicalDocs,sim,ativo
DELETE,/api/clinical-docs/:id,apps/api/src/routes/clinicalDocs.ts:82,jwt,admin/owner,clinicalDocs,sim,ativo
GET,/api/evaluation-forms,apps/api/src/routes/evaluationForms.ts:186,jwt,,evaluationForms,sim,ativo
GET,/api/evaluation-forms/responses,apps/api/src/routes/evaluationForms.ts:221,jwt,,evaluationForms,sim,ativo
GET,/api/evaluation-forms/responses/:responseId,apps/api/src/routes/evaluationForms.ts:265,jwt,,evaluationForms,sim,ativo
PUT,/api/evaluation-forms/responses/:responseId,apps/api/src/routes/evaluationForms.ts:317,jwt,,evaluationForms,sim,ativo
GET,/api/evaluation-forms/:id,apps/api/src/routes/evaluationForms.ts:382,jwt,,evaluationForms,sim,ativo
POST,/api/evaluation-forms,apps/api/src/routes/evaluationForms.ts:412,jwt,,evaluationForms,sim,ativo
PUT,/api/evaluation-forms/:id,apps/api/src/routes/evaluationForms.ts:444,jwt,,evaluationForms,sim,ativo
DELETE,/api/evaluation-forms/:id,apps/api/src/routes/evaluationForms.ts:509,jwt,,evaluationForms,sim,ativo
POST,/api/evaluation-forms/:id/duplicate,apps/api/src/routes/evaluationForms.ts:529,jwt,,evaluationForms,sim,ativo
POST,/api/evaluation-forms/:id/fields,apps/api/src/routes/evaluationForms.ts:599,jwt,,evaluationForms,sim,ativo
PUT,/api/evaluation-forms/fields/:fieldId,apps/api/src/routes/evaluationForms.ts:639,jwt,,evaluationForms,sim,ativo
DELETE,/api/evaluation-forms/fields/:fieldId,apps/api/src/routes/evaluationForms.ts:717,jwt,,evaluationForms,sim,ativo
GET,/api/evaluation-forms/:id/responses,apps/api/src/routes/evaluationForms.ts:740,jwt,,evaluationForms,sim,ativo
POST,/api/evaluation-forms/:id/responses,apps/api/src/routes/evaluationForms.ts:772,jwt,,evaluationForms,sim,ativo
GET,/api/contacts,apps/api/src/routes/contacts.ts:22,jwt,,contacts,sim,ativo
GET,/api/contacts/:id,apps/api/src/routes/contacts.ts:76,jwt,,contacts,sim,ativo
GET,/api/contacts/:id/timeline,apps/api/src/routes/contacts.ts:118,jwt,,contacts,sim,ativo
POST,/api/contacts/:id/convert,apps/api/src/routes/contacts.ts:155,jwt,,contacts,sim,ativo
POST,/api/contacts/:id/activities,apps/api/src/routes/contacts.ts:225,jwt,,contacts,sim,ativo
GET,/api/contacts/roi-by-source,apps/api/src/routes/contacts.ts:257,jwt,,contacts,sim,ativo
POST,/api/contacts/:id/rescore,apps/api/src/routes/contacts.ts:310,jwt,,contacts,sim,ativo
GET,/api/exercise-plans,apps/api/src/routes/exercisePlans.ts:12,jwt,,exercisePlans,sim,ativo
POST,/api/exercise-plans,apps/api/src/routes/exercisePlans.ts:35,jwt,,exercisePlans,sim,ativo
POST,/api/exercise-plans/:id/pdf,apps/api/src/routes/exercisePlans.ts:97,jwt,,exercisePlans,sim,ativo
PATCH,/api/exercise-plans/:id,apps/api/src/routes/exercisePlans.ts:120,jwt,,exercisePlans,sim,ativo
DELETE,/api/exercise-plans/:id,apps/api/src/routes/exercisePlans.ts:148,jwt,,exercisePlans,sim,ativo
GET,/api/exercise-plans/:id/compliance,apps/api/src/routes/exercisePlans.ts:167,jwt,,exercisePlans,sim,ativo
POST,/api/exercise-plans/:id/generate-hep,apps/api/src/routes/exercisePlans.ts:252,jwt,,exercisePlans,sim,ativo
POST,/api/exercise-plans/:id/items,apps/api/src/routes/exercisePlans.ts:338,jwt,,exercisePlans,sim,ativo
POST,/api/webchat/message,apps/api/src/routes/webchat.ts:171,public,,webchat,sim (consumidor externo),ativo
GET,/api/webchat/poll,apps/api/src/routes/webchat.ts:489,public,,webchat,sim (consumidor externo),ativo
GET,/api/webchat/widget.js,apps/api/src/routes/webchat.ts:531,public,,webchat,sim (consumidor externo),ativo
POST,/api/goals/suggest,apps/api/src/routes/goals.ts:64,jwt,,goals,sim,ativo
GET,/api/goals,apps/api/src/routes/goals.ts:76,jwt,,goals,sim,ativo
POST,/api/goals,apps/api/src/routes/goals.ts:95,jwt,,goals,sim,ativo
PUT,/api/goals/:id,apps/api/src/routes/goals.ts:154,jwt,,goals,sim,ativo
DELETE,/api/goals/:id,apps/api/src/routes/goals.ts:265,jwt,,goals,sim,ativo
GET,/api/reports/medical-templates,apps/api/src/routes/reports.ts:92,jwt,,reports,sim,ativo
POST,/api/reports/medical-templates,apps/api/src/routes/reports.ts:112,jwt,,reports,sim,ativo
PUT,/api/reports/medical-templates/:id,apps/api/src/routes/reports.ts:143,jwt,,reports,sim,ativo
DELETE,/api/reports/medical-templates/:id,apps/api/src/routes/reports.ts:178,jwt,,reports,sim,ativo
GET,/api/reports/medical,apps/api/src/routes/reports.ts:191,jwt,,reports,sim,ativo
POST,/api/reports/medical,apps/api/src/routes/reports.ts:211,jwt,,reports,sim,ativo
PUT,/api/reports/medical/:id,apps/api/src/routes/reports.ts:239,jwt,,reports,sim,ativo
DELETE,/api/reports/medical/:id,apps/api/src/routes/reports.ts:274,jwt,,reports,sim,ativo
GET,/api/reports/convenio,apps/api/src/routes/reports.ts:287,jwt,,reports,sim,ativo
POST,/api/reports/convenio,apps/api/src/routes/reports.ts:307,jwt,,reports,sim,ativo
PUT,/api/reports/convenio/:id,apps/api/src/routes/reports.ts:337,jwt,,reports,sim,ativo
DELETE,/api/reports/convenio/:id,apps/api/src/routes/reports.ts:378,jwt,,reports,sim,ativo
GET,/api/reports/chart,apps/api/src/routes/reports.ts:391,jwt,,reports,sim,ativo
GET,/api/wiki/dictionary,apps/api/src/routes/wiki.ts:52,public,,wiki,sim,ativo
POST,/api/wiki/dictionary,apps/api/src/routes/wiki.ts:82,jwt,,wiki,sim,ativo
PUT,/api/wiki/dictionary/:id,apps/api/src/routes/wiki.ts:108,jwt,,wiki,sim,ativo
DELETE,/api/wiki/dictionary/:id,apps/api/src/routes/wiki.ts:141,jwt,,wiki,sim,ativo
GET,/api/wiki/categories,apps/api/src/routes/wiki.ts:160,jwt,,wiki,sim,ativo
POST,/api/wiki/categories,apps/api/src/routes/wiki.ts:174,jwt,,wiki,sim,ativo
DELETE,/api/wiki/categories/:id,apps/api/src/routes/wiki.ts:199,jwt,,wiki,sim,ativo
GET,/api/wiki,apps/api/src/routes/wiki.ts:210,public,,wiki,sim,ativo
GET,/api/wiki/:slug,apps/api/src/routes/wiki.ts:260,public,,wiki,sim,ativo
GET,/api/wiki/:slug/children,apps/api/src/routes/wiki.ts:288,public,,wiki,sim,ativo
GET,/api/wiki/:slug/versions,apps/api/src/routes/wiki.ts:318,jwt,,wiki,sim,ativo
GET,/api/wiki/org/list,apps/api/src/routes/wiki.ts:341,jwt,,wiki,sim,ativo
GET,/api/wiki/by-id/:id,apps/api/src/routes/wiki.ts:367,jwt,,wiki,sim,ativo
PATCH,/api/wiki/triage,apps/api/src/routes/wiki.ts:383,jwt,,wiki,sim,ativo
POST,/api/wiki,apps/api/src/routes/wiki.ts:413,jwt,,wiki,sim,ativo
PUT,/api/wiki/:slug,apps/api/src/routes/wiki.ts:461,jwt,,wiki,sim,ativo
DELETE,/api/wiki/:slug,apps/api/src/routes/wiki.ts:557,jwt,,wiki,sim,ativo
GET,/api/wiki/:pageId/comments,apps/api/src/routes/wiki.ts:582,jwt,,wiki,sim,ativo
POST,/api/wiki/:pageId/comments,apps/api/src/routes/wiki.ts:596,jwt,,wiki,sim,ativo
PATCH,/api/wiki/comments/:id/resolve,apps/api/src/routes/wiki.ts:618,jwt,,wiki,sim,ativo
GET,/api/marketing/consents/:patientId,apps/api/src/routes/marketing.ts:21,jwt,,marketing,sim,ativo
PUT,/api/marketing/consents/:patientId,apps/api/src/routes/marketing.ts:37,jwt,,marketing,sim,ativo
POST,/api/marketing/consents/:patientId/revoke,apps/api/src/routes/marketing.ts:79,jwt,,marketing,sim,ativo
GET,/api/marketing/review-config,apps/api/src/routes/marketing.ts:97,jwt,,marketing,sim,ativo
PUT,/api/marketing/review-config,apps/api/src/routes/marketing.ts:120,jwt,,marketing,sim,ativo
GET,/api/marketing/birthday-config,apps/api/src/routes/marketing.ts:150,jwt,,marketing,sim,ativo
PUT,/api/marketing/birthday-config,apps/api/src/routes/marketing.ts:172,jwt,,marketing,sim,ativo
GET,/api/marketing/recall-campaigns,apps/api/src/routes/marketing.ts:200,jwt,,marketing,sim,ativo
POST,/api/marketing/recall-campaigns,apps/api/src/routes/marketing.ts:219,jwt,,marketing,sim,ativo
PUT,/api/marketing/recall-campaigns/:id,apps/api/src/routes/marketing.ts:242,jwt,,marketing,sim,ativo
DELETE,/api/marketing/recall-campaigns/:id,apps/api/src/routes/marketing.ts:276,jwt,,marketing,sim,ativo
GET,/api/marketing/referrals/stats,apps/api/src/routes/marketing.ts:291,jwt,,marketing,sim,ativo
POST,/api/marketing/referrals,apps/api/src/routes/marketing.ts:344,jwt,,marketing,sim,ativo
GET,/api/marketing/referrals/code/:code,apps/api/src/routes/marketing.ts:371,jwt,,marketing,sim,ativo
GET,/api/marketing/referrals/patient/:patientId,apps/api/src/routes/marketing.ts:387,jwt,,marketing,sim,ativo
POST,/api/marketing/referrals/redeem,apps/api/src/routes/marketing.ts:405,jwt,,marketing,sim,ativo
GET,/api/marketing/fisiolink,apps/api/src/routes/marketing.ts:458,jwt,,marketing,sim,ativo
PUT,/api/marketing/fisiolink,apps/api/src/routes/marketing.ts:472,jwt,,marketing,sim,ativo
GET,/api/marketing/fisiolink/:slug/analytics,apps/api/src/routes/marketing.ts:512,jwt,,marketing,sim,ativo
